org_name,domain,url,tel_work,tel_fax,tel_cell,adr_one_street,adr_one_postalcode,adr_one_locality,adr_one_countryname,gender,title,n_given,n_middle,n_family,tel_home,tel_fax_home,tel_cell_private,email,email_home,adr_two_street,adr_two_postalcode,adr_two_locality,adr_two_countryname
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 5947,+49 2406 37246 95947,+49 135 5723930 5947,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,,Lebbie,,Tomes,+49 4031 315233,,+49 146 54174607,l.tomes@amhexenturminhrschmidt.net,l.tomes@t-online.de,Limmerstraße 16,30451,Hannover,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 1963,+49 2406 37246 91963,+49 135 5723930 1963,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,Dipl.-Ing. (FH),Selma,,Asfazadour,+49 149 823928,,+49 176 59099114,s.asfazadour@amhexenturminhrschmidt.net,s.asfazadour@hotmail.de,,,,
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 2770,+49 2406 37246 92770,+49 135 5723930 2770,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,Dipl.-Des. (FH),Jesse,,Hoeksma,+49 2063 463661,,+49 112 33384488,j.hoeksma@amhexenturminhrschmidt.net,j.hoeksma@gmail.com,Esloher Str. 170,57413,Fretter Gemeinde Finnentrop,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 2093,+49 2406 37246 92093,+49 135 5723930 2093,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,male,BBA&E,Dexter,Euell,Van Kessel,+49 2986 906757,,+49 185 34681133,d.van kessel@amhexenturminhrschmidt.net,d.van kessel@gmx.de,Winterstr. 10,86551,Oberbernbach Stadt Aichach,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 6920,+49 2406 37246 96920,+49 135 5723930 6920,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,,Ivy,,Markell,+49 6694 32837,,+49 179 35668266,i.markell@amhexenturminhrschmidt.net,i.markell@web.de,Hulbepark 3,21029,Hamburg,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 4961,+49 2406 37246 94961,+49 135 5723930 4961,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,male,,Uriah,,Steffey,+49 7991 789175,,+49 108 69593306,u.steffey@amhexenturminhrschmidt.net,u.steffey@gmx.de,Dachauer Str. 13,85229,Markt Indersdorf,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 4423,+49 2406 37246 94423,+49 135 5723930 4423,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,male,,Rutger,,Oran,+49 449 345314,,+49 180 13946154,r.oran@amhexenturminhrschmidt.net,r.oran@t-online.de,Schönherrstr. 8,9113,Chemnitz,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 5308,+49 2406 37246 95308,+49 135 5723930 5308,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,,Nada,Brittni,Onsiteteam,+49 116 120667,,+49 178 67668048,n.onsiteteam@amhexenturminhrschmidt.net,n.onsiteteam@hotmail.de,Im Bodesfeld 46,51147,Köln,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 5158,+49 2406 37246 95158,+49 135 5723930 5158,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,,Juli,Corilla,Popowicz,+49 6076 398123,+49 6426 73343,+49 124 44754321,j.popowicz@amhexenturminhrschmidt.net,j.popowicz@web.de,Ypernstr. 206,57072,Siegen,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 4711,+49 2406 37246 94711,+49 135 5723930 4711,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,B.Ed.,Sheelah,Marnie,Mages,+49 6847 667218,,+49 147 34389966,s.mages@amhexenturminhrschmidt.net,s.mages@gmail.com,Ebermannstadter Str. 23,96050,Bamberg,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 2733,+49 2406 37246 92733,+49 135 5723930 2733,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,,Winnie,Charla,Kavis,+49 5821 297799,+49 3156 54136,+49 127 17849914,w.kavis@amhexenturminhrschmidt.net,w.kavis@arcor.de,Dinghorst 3,45134,Essen,DE
Am Hexenturm Inh. R. Schmidt Bistro Cafe,amhexenturminhrschmidt.net,http://www.amhexenturminhrschmidt.net/,+49 2406 37246 8647,+49 2406 37246 98647,+49 135 5723930 8647,Ball 44,91628,Bettwar Gemeinde Steinsfeld,DE,female,,Drucy,,Rewitzer,+49 4591 441338,,+49 114 90688861,d.rewitzer@amhexenturminhrschmidt.net,d.rewitzer@web.de,,,,
"Armbruster J. , Waldmann B. u. Ullrich-Colaiacomo S. Dres.med. Praxisgem. f. Allg.-, Innere-, Herz- u. Lungenheilkunde",armbruster.net,http://www.armbruster.net/,+49 1355 68382 6775,+49 1355 68382 96775,+49 145 779521 6775,Kranichsteiner Str. 18,64390,Erzhausen,DE,male,,Nolly,,MAINT,+49 9414 969007,,+49 168 67349981,n.maint@armbruster.net,n.maint@gmail.com,Adlerstr. 2,68782,Rohrhof Gemeinde Brühl in Baden,DE
"Armbruster J. , Waldmann B. u. Ullrich-Colaiacomo S. Dres.med. Praxisgem. f. Allg.-, Innere-, Herz- u. Lungenheilkunde",armbruster.net,http://www.armbruster.net/,+49 1355 68382 2994,+49 1355 68382 92994,+49 145 779521 2994,Kranichsteiner Str. 18,64390,Erzhausen,DE,female,,Florette,,Bauer,+49 736 655256,,+49 174 11277411,f.bauer@armbruster.net,f.bauer@hotmail.de,Sankt-Johannis-Mühlgasse 2 c,90419,Nürnberg,DE
A.M.G - DETEKTIV Aktiengesellschaft,amgdetektivaktiengesellschaft.eu,http://www.amgdetektivaktiengesellschaft.eu/,+49 9193 12068 2658,+49 9193 12068 92658,+49 138 6823297 2658,Wasenstr. 23,74395,Mundelsheim,DE,female,,Sal,Meara,Virk,+49 6344 988003,,+49 182 66909035,s.virk@amgdetektivaktiengesellschaft.eu,s.virk@web.de,Hohe Str. 1,51149,Köln,DE
A.M.G - DETEKTIV Aktiengesellschaft,amgdetektivaktiengesellschaft.eu,http://www.amgdetektivaktiengesellschaft.eu/,+49 9193 12068 1779,+49 9193 12068 91779,+49 138 6823297 1779,Wasenstr. 23,74395,Mundelsheim,DE,female,,Wynne,Alexa,Douet,+49 4809 875420,,+49 138 79477732,w.douet@amgdetektivaktiengesellschaft.eu,w.douet@gmx.de,Hermann-Heinrich-Gossen-Str. 1,50858,Köln,DE
A.M.G - DETEKTIV Aktiengesellschaft,amgdetektivaktiengesellschaft.eu,http://www.amgdetektivaktiengesellschaft.eu/,+49 9193 12068 9041,+49 9193 12068 99041,+49 138 6823297 9041,Wasenstr. 23,74395,Mundelsheim,DE,male,,Ford,Octavius,Goel,+49 5344 996665,,+49 178 14368668,f.goel@amgdetektivaktiengesellschaft.eu,f.goel@gmail.com,Göttinger Landstr. 11 B,27318,Hoya,DE
A.M.G - DETEKTIV Aktiengesellschaft,amgdetektivaktiengesellschaft.eu,http://www.amgdetektivaktiengesellschaft.eu/,+49 9193 12068 9647,+49 9193 12068 99647,+49 138 6823297 9647,Wasenstr. 23,74395,Mundelsheim,DE,female,,Regine,Shirley,Tanchak,+49 6840 66833,,+49 115 1941088,r.tanchak@amgdetektivaktiengesellschaft.eu,r.tanchak@gmx.de,Vogelsbüsch 9,66687,Wadern,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 9274,+49 2694 58850 99274,+49 177 1058995 9274,Aroser Allee 185,13407,Berlin,DE,female,,Angelique,Blanche,Beil,+49 9935 425894,,+49 120 90083488,a.beil@musikdiscoliveaquarell.eu,a.beil@t-online.de,Erfurter Str. 6,76316,Malsch Kreis Karlsruhe,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 5926,+49 2694 58850 95926,+49 177 1058995 5926,Aroser Allee 185,13407,Berlin,DE,female,BBA,Maud,Greta,Kirchner,+49 1190 76993,,+49 137 65549776,m.kirchner@musikdiscoliveaquarell.eu,m.kirchner@gmail.com,Gaßmannstr. 12,21709,Himmelpforten,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 7301,+49 2694 58850 97301,+49 177 1058995 7301,Aroser Allee 185,13407,Berlin,DE,female,,Dode,,Cummine,+49 7061 401942,,+49 139 29502459,d.cummine@musikdiscoliveaquarell.eu,d.cummine@gmx.de,Am Zellerberg 40,83324,Ruhpolding,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 7173,+49 2694 58850 97173,+49 177 1058995 7173,Aroser Allee 185,13407,Berlin,DE,female,,Ermengarde,,Palacek,+49 6318 340054,,+49 109 50366121,e.palacek@musikdiscoliveaquarell.eu,e.palacek@gmail.com,Wiener Str. 39,39112,Magdeburg,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 7293,+49 2694 58850 97293,+49 177 1058995 7293,Aroser Allee 185,13407,Berlin,DE,female,,Zorine,,Manners,+49 1268 956725,,+49 151 25174996,z.manners@musikdiscoliveaquarell.eu,z.manners@hotmail.de,Bergwaldstr. 4,88630,Pfullendorf,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 5052,+49 2694 58850 95052,+49 177 1058995 5052,Aroser Allee 185,13407,Berlin,DE,female,,Bertha,,Raine,+49 6151 425238,,+49 123 75529221,b.raine@musikdiscoliveaquarell.eu,b.raine@web.de,Magnolienweg 30,53757,Sankt Augustin,DE
Musik - Disco/Live Aquarell Musik Extra Musik P. Groß,musikdiscoliveaquarell.eu,http://www.musikdiscoliveaquarell.eu/,+49 2694 58850 7020,+49 2694 58850 97020,+49 177 1058995 7020,Aroser Allee 185,13407,Berlin,DE,male,Dipl.-Mediengestalter,Stu,Ozzie,Joson,+49 8351 397759,+49 3554 63950,+49 144 33076254,s.joson@musikdiscoliveaquarell.eu,s.joson@web.de,Julius-Vosseler-Strasse 81,22527,Hamburg,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 8742,+49 5310 71438 98742,+49 113 2964131 8742,Marktplatz 54,91710,Gunzenhausen,DE,male,,Morgun,Alfie,Bruner,+49 6135 129445,,+49 161 92434996,m.bruner@ksschnitzler.eu,m.bruner@gmail.com,Klopstockstr. 4,87700,Memmingen,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 7146,+49 5310 71438 97146,+49 113 2964131 7146,Marktplatz 54,91710,Gunzenhausen,DE,male,LL.B.,Kerry,,Copp,+49 5476 67992,,+49 157 48568339,k.copp@ksschnitzler.eu,k.copp@hotmail.de,Bultstr. 13,59320,Westkirchen Stadt Ennigerloh,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 3586,+49 5310 71438 93586,+49 113 2964131 3586,Marktplatz 54,91710,Gunzenhausen,DE,male,B.Sc.,Solomon,Amery,Yarbrough,+49 6630 907312,,+49 157 76495581,s.yarbrough@ksschnitzler.eu,s.yarbrough@t-online.de,Brunnenweg 6,67685,Eulenbis,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 3580,+49 5310 71438 93580,+49 113 2964131 3580,Marktplatz 54,91710,Gunzenhausen,DE,female,,Patricia,Hildy,KleynenbergNTMVAA,+49 5055 651201,+49 9812 5971,+49 182 8148402,p.kleynenbergntmvaa@ksschnitzler.eu,p.kleynenbergntmvaa@gmail.com,Magistratsweg 31,13593,Berlin,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 4265,+49 5310 71438 94265,+49 113 2964131 4265,Marktplatz 54,91710,Gunzenhausen,DE,male,,Meredeth,Mychal,Van Atta,+49 5769 334303,+49 3419 14026,+49 117 82700456,m.van atta@ksschnitzler.eu,m.van atta@hotmail.de,Schelmentalstr. 54,54529,Spangdahlem,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 5886,+49 5310 71438 95886,+49 113 2964131 5886,Marktplatz 54,91710,Gunzenhausen,DE,female,Dipl.-Päd.,Ardith,Elonore,Buskens,+49 4005 168509,,+49 121 7725780,a.buskens@ksschnitzler.eu,a.buskens@hotmail.de,Fischergasse 6,83371,Stein an der Traun Gemeinde Traunreut,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 9647,+49 5310 71438 99647,+49 113 2964131 9647,Marktplatz 54,91710,Gunzenhausen,DE,male,,Kurt,Jeffie,Caterina,+49 4491 478978,,+49 161 30598400,k.caterina@ksschnitzler.eu,k.caterina@hotmail.de,Krefelder Str. 5,10555,Berlin,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 2775,+49 5310 71438 92775,+49 113 2964131 2775,Marktplatz 54,91710,Gunzenhausen,DE,female,M.F.A.,Ariadne,,Zivilik,+49 9813 396146,,+49 175 60988629,a.zivilik@ksschnitzler.eu,a.zivilik@hotmail.de,Rathausmarkt 7,20095,Hamburg,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 8581,+49 5310 71438 98581,+49 113 2964131 8581,Marktplatz 54,91710,Gunzenhausen,DE,male,,Finley,,Rohan,+49 2174 729056,,+49 168 82053227,f.rohan@ksschnitzler.eu,f.rohan@web.de,Meitnerstr. 7,30627,Hannover,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 7771,+49 5310 71438 97771,+49 113 2964131 7771,Marktplatz 54,91710,Gunzenhausen,DE,female,,Elianore,Ag,Gammage,+49 9933 703696,,+49 175 31358328,e.gammage@ksschnitzler.eu,e.gammage@arcor.de,Am Entenplatz 17,49419,Wagenfeld,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 1834,+49 5310 71438 91834,+49 113 2964131 1834,Marktplatz 54,91710,Gunzenhausen,DE,male,,Edmund,Harry,Cadd,+49 1675 417851,,+49 197 32255069,e.cadd@ksschnitzler.eu,e.cadd@t-online.de,Deichstr. 6,25335,Elmshorn,DE
K.S. Schnitzler GmbH,ksschnitzler.eu,http://www.ksschnitzler.eu/,+49 5310 71438 2749,+49 5310 71438 92749,+49 113 2964131 2749,Marktplatz 54,91710,Gunzenhausen,DE,male,Dipl.-Math.,Cirilo,,Sim,+49 5599 587859,,+49 125 69651042,c.sim@ksschnitzler.eu,c.sim@web.de,Wilhelmstr. 20,61381,Friedrichsdorf im Taunus,DE
Bob- und Schlittensportclub Sauerland Winterberg e.V. Torben Firley (V.i.s.d.P),bobundschlittensportclub.net,http://www.bobundschlittensportclub.net/,+49 6672 47409 2094,+49 6672 47409 92094,+49 161 5485005 2094,Ehmkenberg 8,23843,Bad Oldesloe,DE,male,,Jasun,Jehu,Treen,+49 9827 805003,,+49 166 37906241,j.treen@bobundschlittensportclub.net,j.treen@web.de,Liecker Str. 7,52525,Heinsberg im Rheinland,DE
Bob- und Schlittensportclub Sauerland Winterberg e.V. Torben Firley (V.i.s.d.P),bobundschlittensportclub.net,http://www.bobundschlittensportclub.net/,+49 6672 47409 8937,+49 6672 47409 98937,+49 161 5485005 8937,Ehmkenberg 8,23843,Bad Oldesloe,DE,female,Dipl.-Ing.,Blair,,Allen,+49 2243 731244,,+49 176 39848991,b.allen@bobundschlittensportclub.net,b.allen@gmail.com,Veldener Str. 3,84428,Buchbach in Oberbayern,DE
Bob- und Schlittensportclub Sauerland Winterberg e.V. Torben Firley (V.i.s.d.P),bobundschlittensportclub.net,http://www.bobundschlittensportclub.net/,+49 6672 47409 5296,+49 6672 47409 95296,+49 161 5485005 5296,Ehmkenberg 8,23843,Bad Oldesloe,DE,female,,Wandis,Davine,Kubash,+49 3848 472034,,+49 110 13777721,w.kubash@bobundschlittensportclub.net,w.kubash@arcor.de,Königsberger Str. 3,47506,Vluyn Stadt Neukirchen Vluyn,DE
Bob- und Schlittensportclub Sauerland Winterberg e.V. Torben Firley (V.i.s.d.P),bobundschlittensportclub.net,http://www.bobundschlittensportclub.net/,+49 6672 47409 2203,+49 6672 47409 92203,+49 161 5485005 2203,Ehmkenberg 8,23843,Bad Oldesloe,DE,female,Dipl.-Päd.,Evvie,Fae,Dodgson,+49 901 785018,+49 4786 80333,+49 126 41559317,e.dodgson@bobundschlittensportclub.net,e.dodgson@web.de,Luxemburger Str. 256,70374,Stuttgart,DE
Bob- und Schlittensportclub Sauerland Winterberg e.V. Torben Firley (V.i.s.d.P),bobundschlittensportclub.net,http://www.bobundschlittensportclub.net/,+49 6672 47409 2767,+49 6672 47409 92767,+49 161 5485005 2767,Ehmkenberg 8,23843,Bad Oldesloe,DE,female,Dipl.-Energiewirt (FH),Talia,,Grader,+49 3738 473477,+49 3283 25731,+49 106 55328348,t.grader@bobundschlittensportclub.net,t.grader@web.de,Wolfskaute 5,35447,Burkhardsfelden Gemeinde Reiskirchen,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 1578,+49 1273 77349 91578,+49 173 9683290 1578,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Carolin,Florentia,Garcia-Lamarca,+49 5847 315110,+49 8879 27135,+49 107 17964658,c.garcia-lamarca@bjhberufsundjugendhilfe.eu,c.garcia-lamarca@gmx.de,Neustadtstr. 5,51379,Leverkusen,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 7878,+49 1273 77349 97878,+49 173 9683290 7878,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,,Buddie,Mendy,Emmert,+49 3811 239447,,+49 129 41743546,b.emmert@bjhberufsundjugendhilfe.eu,b.emmert@gmail.com,Sternstr. 3,46325,Borken in Westfalen,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 4090,+49 1273 77349 94090,+49 173 9683290 4090,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Ashely,,Yarnell,+49 2234 162709,,+49 109 42241438,a.yarnell@bjhberufsundjugendhilfe.eu,a.yarnell@web.de,Wittekopsweg 29,22415,Hamburg,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 3721,+49 1273 77349 93721,+49 173 9683290 3721,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,,Keefe,,Tapner,+49 7979 123337,,+49 108 53077306,k.tapner@bjhberufsundjugendhilfe.eu,k.tapner@hotmail.de,Stolper Str. 4 D,76139,Karlsruhe,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 7685,+49 1273 77349 97685,+49 173 9683290 7685,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Gillan,,Betters,+49 4495 231594,,+49 153 64400831,g.betters@bjhberufsundjugendhilfe.eu,g.betters@gmx.de,Hindenburgdamm 132,12203,Berlin,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 6542,+49 1273 77349 96542,+49 173 9683290 6542,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,,Pen,,Shue,+49 6425 626233,,+49 196 71514568,p.shue@bjhberufsundjugendhilfe.eu,p.shue@gmx.de,Riedstr. 8 D,63454,Mittelbuchen Stadt Hanau,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 7512,+49 1273 77349 97512,+49 173 9683290 7512,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,,Jonah,Flynn,McKerrow,+49 7876 815695,+49 3272 45970,+49 123 94422381,j.mckerrow@bjhberufsundjugendhilfe.eu,j.mckerrow@arcor.de,Friedrich-Ebert-Str. 90,34119,Kassel,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 7943,+49 1273 77349 97943,+49 173 9683290 7943,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,M.Eng.,Wally,Stephana,Isley,+49 9339 855970,,+49 104 38118738,w.isley@bjhberufsundjugendhilfe.eu,w.isley@hotmail.de,Hermann-Elflein-Str. 8 -9,14467,Potsdam,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 3097,+49 1273 77349 93097,+49 173 9683290 3097,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,,Ches,Ambrosi,Lacoste,+49 2815 443163,,+49 130 78881332,c.lacoste@bjhberufsundjugendhilfe.eu,c.lacoste@gmail.com,Schusterstr. 23,"",Remscheid,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 1785,+49 1273 77349 91785,+49 173 9683290 1785,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,LL.M.,Mychal,,Mathus,+49 519 510583,+49 4012 55657,+49 131 73138071,m.mathus@bjhberufsundjugendhilfe.eu,m.mathus@web.de,Marburger Str. 138,57223,Kreuztal,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 8145,+49 1273 77349 98145,+49 173 9683290 8145,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Gloria,Christal,Bolzon,+49 2261 777417,,+49 188 44721282,g.bolzon@bjhberufsundjugendhilfe.eu,g.bolzon@t-online.de,Dahlienstr. 14,90513,Wintersdorf Stadt Zirndorf,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 8085,+49 1273 77349 98085,+49 173 9683290 8085,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,Dipl.-Math. (FH),Hymie,,Lemky,+49 9914 462010,,+49 177 57436615,h.lemky@bjhberufsundjugendhilfe.eu,h.lemky@gmail.com,Bilker Str. 32,40213,Düsseldorf,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 7439,+49 1273 77349 97439,+49 173 9683290 7439,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,Dipl.-Geol.,Julissa,,Bcs,+49 2023 849378,+49 9697 40820,+49 182 41694975,j.bcs@bjhberufsundjugendhilfe.eu,j.bcs@gmx.de,Steinheimer Str. 60,32816,Lothe Stadt Schieder Schwalenberg,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 2136,+49 1273 77349 92136,+49 173 9683290 2136,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,Dipl.-Dolm.,Evania,,Epps,+49 7888 402262,,+49 196 82082818,e.epps@bjhberufsundjugendhilfe.eu,e.epps@hotmail.de,Am Eisenhammer 3,92548,Schwarzach bei Nabburg,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 7301,+49 1273 77349 97301,+49 173 9683290 7301,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,male,,Ara,Bartlet,Youngs,+49 4956 808317,,+49 171 9464446,a.youngs@bjhberufsundjugendhilfe.eu,a.youngs@gmail.com,Siemensstr. 42,67227,Frankenthal in der Pfalz,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 5678,+49 1273 77349 95678,+49 173 9683290 5678,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Cassi,,Nowell,+49 3127 927178,,+49 109 32944003,c.nowell@bjhberufsundjugendhilfe.eu,c.nowell@hotmail.de,Gehägestr. 22 B,30655,Hannover,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 1627,+49 1273 77349 91627,+49 173 9683290 1627,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Erminie,,Locicero,+49 5762 521481,,+49 106 32979822,e.locicero@bjhberufsundjugendhilfe.eu,e.locicero@web.de,Eberswalder Str. 23,10437,Berlin,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 8440,+49 1273 77349 98440,+49 173 9683290 8440,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,BBI,Nadine,,Rodrigues,+49 629 291005,,+49 197 93060085,n.rodrigues@bjhberufsundjugendhilfe.eu,n.rodrigues@gmx.de,Danziger Str. 54,10435,Berlin,DE
B J H Berufs- und Jugendhilfe Bad Hersfeld gGmbH,bjhberufsundjugendhilfe.eu,http://www.bjhberufsundjugendhilfe.eu/,+49 1273 77349 1077,+49 1273 77349 91077,+49 173 9683290 1077,Zollernplatz 2,73734,Zollberg Stadt Esslingen,DE,female,,Bennie,Tarah,Karwowski,+49 4587 520148,,+49 196 29232443,b.karwowski@bjhberufsundjugendhilfe.eu,b.karwowski@arcor.de,Brühler Weg 55,40667,Meerbusch,DE
